titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Consultant JAVA J/2EE (Senior) - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['EJB ', ' GIT ', ' HIBERNATE ', ' J2EE ', ' JAVA ', ' JDBC ', ' JENKINS ', ' JSP ', ' MAVEN ', ' SPRING ', ' SQL ', ' STRUTS ', ' TOMCAT ', ' WEBLOGIC ', ' XML ', ' XSLT']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/consultant-java-j2ee-senior-casablanca-8731637
Comptable (H/F)  - Meknès,PELLENC MAROC,Meknès,"['Comptabilité ', ' Comptabilité Financière ', ' États Financiers ', ' Facturation ', ' Finance ', ' Gestion ', ' Gestion de la Trésorerie ', ' Rapports Financiers ', ' Trésorerie']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-hf-meknes-8731713
Responsable HSE Expérimenté - Casablanca,SOFT GROUP HOLDING,Casablanca-Mohammedia,"['Amélioration Continue ', ' Maintenance ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-hse-experimente-casablanca-8734494
Commercial(e) Terrain B2B – Systèmes D´Information - Casablanca,ERUDIA SYSTÈME,Casablanca-Mohammedia - Rabat-Salé-Kénitra & Settat,"['Communication ', ' Développement Commercial ', ' Négociation ', ' Prospection ', ' Vente']","Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commerciale-terrain-b2b-systemes-information-casablanca-8734681
Directeur Technique : Ingénieur Structure Confirmé  - Témara,BETA ETUDES,Rabat-Salé-Kénitra,"['Communication ', ' Développement Commercial ', ' Négociation ', ' Prospection ', ' Vente']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/directeur-technique-ingenieur-structure-confirme-temara-8735877
Technico-Commercial en Produits Chimiques - Casablanca,N/A,Casablanca-Mohammedia,"['Commercialisation ', ' Suivi des Ventes']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-compte-client-casablanca-8739873
Commercial Export - Marrakech,STE BE ARTISAN,Marrakech-Safi,"['Commercialisation ', ' Négociation ', ' Prospection ', ' Techniques de Vente ', ' Vente']",Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-export-marrakech-8745681
Marketing Manager - Casablanca Finance City,XXL PERFORMANCE,Casablanca-Mohammedia,"['Assistanat ', ' Communication ', ' CRM ', "" Gestion d'Équipe "", ' Marketing ', ' Marketing Digital ', ' Médias ', ' Publicité ', ' Référencement SEO ', ' Relations Publiques ', ' Reporting ', ' SEA ', ' Secrétariat ', ' SEO']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,"CDI, CDD & Intérim",29.01.2025,https://www.emploi.ma/offre-emploi-maroc/marketing-manager-casablanca-finance-city-8747940
Ingénieur en Électrotechnique - Casablanca,3F INDUSTRIE,Casablanca-Mohammedia,"['AUTOCAD ', ' Dimensionnement ', ' Électrotechnique ', ' EPLAN ', ' Maintenance ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/ingenieur-electrotechnique-casablanca-8749175
Technicien de Bâtiment 2D/3D  - Beni Mellal - Fkih Ben Salah,OH ARCHITECTURE,Béni Mellal-Khénifra,['3D 2D'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-batiment-2d3d-beni-mellal-fkih-ben-salah-8717901
Chargé HSE - Berrechid,TECTRA,Casablanca-Mohammedia,"['Fluide ', ' Maintenance ', ' Production ', ' Qualité']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-hse-berrechid-8751325
Technicien de Maintenance - Casablanca,AFRICAWORK,Fès,"['Amélioration Continue ', ' Automatisation Industrielle ', ' Électromécanique ', ' Énergie ', ' Hygiène ', ' Machines ', ' Maintenance ', ' Production ', ' Qualité ', ' Sécurité Alimentaire']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-casablanca-8751277
Chargée de Comptabilité  - Bouznika,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Écritures Comptables ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-comptabilite-bouznika-8751159
Commercial Terrain en Produits Métallurgiques  - Casablanca,NOVOMET,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Commerciale ', ' SAGE ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-terrain-produits-metallurgiques-casablanca-8728523
Commercial Sédentaire en Produits Métallurgiques  - Casablanca,NOVOMET,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Commerciale ', ' SAGE ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-sedentaire-produits-metallurgiques-casablanca-8728534
Chargé de Développement RH  - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Accompagnement ', ' Accueil ', ' Développement RH ', ' Formation ', ' Mobilité ', ' Recrutement ', ' Tourisme']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-developpement-rh-marrakech-8751075
Chef de Projet Réglementaire (Banque) - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['AGILE ', ' CFT']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-projet-reglementaire-banque-casablanca-8751047
Agents Back Office  - Benslimane,TECTRA BERRECHID,Casablanca-Mohammedia,"['Maintenance ', ' Processus ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agents-back-office-benslimane-8750778
Conducteur de Travaux - Casablanca,TECTRA,Casablanca-Mohammedia,['BTP'],Bac+2,Expérience entre 5 ans et 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/conducteur-travaux-casablanca-8750617
Représentant Commercial et Pédagogique Terrain -Secteur de L’Éducation - Laâyoune,CALLIOPE,Laâyoune,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/representant-commercial-pedagogique-terrain-secteur-education-laayoune-8750582
Technicien Service Rapide Expérimenté  - Casablanca,KARTNER INVEST,Casablanca-Mohammedia,"['Maintenance ', ' Production ', ' Qualité ', ' Vidange']","Qualification avant bac, Bac & Bac+1",Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI & CDD,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-service-rapide-experimente-casablanca-8750568
Régleurs CNC  - Nouaceur,TECTRA BERRECHID,Casablanca-Mohammedia,"['Machines ', ' Maintenance ', ' Maintenance Préventive ', ' Production ', ' Qualité ', ' Usinage']",Bac+2,Débutant < 2 ans et plus,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/regleurs-cnc-nouaceur-8749918
Technicien IT (Hôtel 5*),TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Machines ', ' Maintenance ', ' Maintenance Préventive ', ' Production ', ' Qualité ', ' Usinage']",Bac+2,Expérience entre 2 ans et 5 ans,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-it-hotel-5-7332547
Enseignant D´Anglais  - Casablanca,CALLIOPE,Casablanca-Mohammedia,"['Enseignement ', ' Formation']",Bac+4,Expérience entre 2 ans et 5 ans,CDI & Temps partiel,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/enseignant-anglais-permanent-vacataire-7628463
Opérateur H/F,BOTTU,Casablanca-Mohammedia,"['Bonnes Pratiques de Fabrication ', ' BPF ', ' Fabrication ', ' Machines ', ' Maintenance ', ' Production ', ' Qualité']",Bac+2,Débutant < 2 ans,CDI & Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/operateur-hf-8046704
Technicien Maintenance - Casablanca,BOTTU,Casablanca-Mohammedia,"['Agroalimentaire ', ' Automatisme ', ' Électromécanique ', ' Maintenance ', ' Maintenance Préventive ', ' Production ', ' Qualité ', ' Qualité Agroalimentaire']",Bac+2,Expérience entre 2 ans et 5 ans,CDI & Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-casablanca-8268910
Responsable des Ressources Humaines - Lissassfa,TECTRA BERRECHID,Casablanca-Mohammedia,"['Administration du Personnel ', ' Formation ', ' Gestion Administrative ', ' Gestion de la Paie ', ' Gestion des Ressources Humaines ', ' Recrutement']",Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-ressources-humaines-lissassfa-8740084
Maçons Coffrage de Béton  - Casablanca,TECTRA,Casablanca-Mohammedia,"['BTP ', ' Coffrage ', ' Secteur BTP']",Qualification avant bac & Bac,Expérience entre 2 ans et 5 ans,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/macons-coffrage-beton-casablanca-8740120
Chargé de Facturation H/F - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Comptabilité ', ' Facturation ', ' Finance ', ' Gestion']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-facturation-hf-casablanca-8740752
Agent Trésorerie/Finance H/F - Mohammedia,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Trésorerie']",Bac+3,Débutant < 2 ans,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-tresoreriefinance-hf-mohammedia-8740758
Inforgraphiste - Berrechid,TECTRA BERRECHID,Casablanca-Mohammedia,"['Conseil ', ' Design ', ' Infographie']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/inforgraphiste-berrechid-8740775
Chargé de Portefeuille - Nador,FONDATION ARRAWAJ,Oujda,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-nador-8740798
Chargé de Portefeuille  - El Jadida,FONDATION ARRAWAJ,Casablanca-Mohammedia,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-el-jadida-8740801
Chargé de Portefeuille - Tanger,FONDATION ARRAWAJ,Tanger-Tétouan-Al Hoceïma,"['Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-tanger-8740802
Chargé de Portefeuille  - El Houceima,FONDATION ARRAWAJ,Tanger-Tétouan-Al Hoceïma,"['Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-portefeuille-el-houceima-8740803
Chargé Clientele - Sidi Maarouf,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"['Communication ', ' Marketing']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus","Etudiant, jeune diplômé et plus",Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-clientele-sidi-maarouf-8740829
Chargé(e) de Prescription - Casablanca,COLORADO,Casablanca-Mohammedia,"['BTP ', ' Projets BTP ', ' Secteur BTP']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-prescription-casablanca-8740948
Responsable Logistique  - Dar Bouazza,COLORADO,Casablanca-Mohammedia,"['Amélioration Continue ', ' Chaîne Logistique ', ' Gestion ', "" Gestion d'Équipe "", ' Management ', ' Opérations Logistiques ', ' Plateforme Logistique ', ' Stocks ', ' Transport']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-logistique-dar-bouazza-8740953
Marchandiseur - Casablanca,COLORADO,Casablanca-Mohammedia,['Vente'],Bac+2,Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/marchandiseur-casablanca-8740956
Enseignant de Français H/F - Casablanca,CALLIOPE,Casablanca-Mohammedia,['Enseignement'],"Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI & Temps partiel,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/enseignant-francais-hf-casablanca-8740973
Chauffeur de Direction  - Kénitra,TECTRA,Rabat-Salé-Kénitra,['Enseignement'],Qualification avant bac,Débutant < 2 ans,Intérim,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/chauffeur-direction-kenitra-8741605
Comptable Fournisseurs - Casablanca - Ain Sebaa,SAINT GOBAIN MAROC,Casablanca-Mohammedia,"['Comptabilité ', ' Comptabilité Générale ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-fournisseurs-casablanca-ain-sebaa-8731304
Quality Assurance Manager - Docteur en Pharmacie - Berrechid,ATLAS PHARM,Settat,"['Assurance Qualité ', ' BPF ', ' Fabrication ', ' GMP ', ' Maintenance ', ' Management de la Qualité ', ' Procédés ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/quality-assurance-manager-docteur-pharmacie-berrchid-8690941
titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Spécialiste Assurance Qualité - Docteur en Pharmacie  - Berrechid,ATLAS PHARM,Casablanca-Mohammedia & Settat,"['BPF ', ' Maintenance ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/specialiste-assurance-qualite-docteur-pharmacie-berrechid-8749258
Responsable Laboratoire et Qualité (BTP) - Dar Bouazza,SAINT GOBAIN MAROC,Casablanca-Mohammedia,"['BTP ', ' Chimie Analytique ', ' Résistance des Matériaux']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-laboratoire-qualite-btp-dar-bouazza-8748045
Infirmière Polyvalente - Meknès,LEAR CORPORATION MEKNES,Fès & Meknès,"['Infirmerie ', ' Santé']",Bac+2 & Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Stage,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/infirmiere-polyvalente-meknes-8733834
Conseiller Commercial en Rachat de Crédit - Tanger,PARTNERS FINANCES,Tanger-Tétouan-Al Hoceïma,"['Conseil ', ' Négociation ', ' Vente']",Bac+4 & Bac+5 et plus,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDI & Anapec,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/conseiller-commercial-rachat-credit-8284602
Agent Général - Lâayoune et Région,RMA ASSURANCE,Laâyoune,"['Suivi Commercial ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-general-errachidiazaidaarfoud-8692152
Agent Général - Fès et Région,RMA ASSURANCE,Fès & Meknès,"['Suivi Commercial ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-general-fesmeknestaza-8692168
Agent Général - Oujda et Région,RMA ASSURANCE,Oujda,"['Suivi Commercial ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-general-oujdaberkanejerada-8692202
Agent Général - Agadir et Région,RMA ASSURANCE,Agadir,"['Suivi Commercial ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-general-agadirtaroudanttantan-8692217
Directeur F/H - Fès,INSTITUT DE FORMATION AUX MÉTIERS DU BTP,Fès,"['Gestion ', ' Leadership ', ' Management ', ' Planification']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/directeur-fh-fes-8698922
Comptable Interne Expérimenté(e) - Marrakech,OBJECTIF SÉCURITÉ ÉDUCATION ROUTIÈRE,Marrakech-Safi,"['Comptabilité ', ' Comptabilité Générale ', ' États Financiers ', ' Finance ', ' Gestion ', ' Gestion des Immobilisations ', ' Gestion Financière ', ' Trésorerie']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-interne-experimentee-alfassi-8707524
Demi Chef de Partie Oriental Cuisine Chaude - Nouakchott,FASQ HOTEL,International,['Cuisine'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDD,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/demi-chef-partie-oriental-cuisine-chaude-nouakchott-8714148
"Représentant Commercial et Pédagogique Terrain -Secteur de L’Éducation - Salé,Kénitra",CALLIOPE,Rabat-Salé-Kénitra,"['Techniques de Vente ', ' Vente']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/representant-commercial-pedagogique-terrain-secteur-education-salekenitra-8717283
Responsable Exploitation (Services Energétiques) - Casablanca - Rabat,N/A,Casablanca-Mohammedia & Rabat-Salé-Kénitra,"['Devis ', ' Maintenance ', ' Maintenance Préventive ', ' Production ', ' Qualité ', ' Réparation']",Bac+5 et plus,Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-technique-maintenance-casablanca-rabat-8721964
Responsable Administratif et Commercial - Tétouan,SALAM GAZ,Fès - Meknès - Rabat-Salé-Kénitra & Tanger-Tétouan-Al Hoceïma,"['Maintenance ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-administratif-commercial-tetouan-8725382
Consultant JAVA J/2EE (Senior) - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['EJB ', ' GIT ', ' HIBERNATE ', ' J2EE ', ' JAVA ', ' JDBC ', ' JENKINS ', ' JSP ', ' MAVEN ', ' SPRING ', ' SQL ', ' STRUTS ', ' TOMCAT ', ' WEBLOGIC ', ' XML ', ' XSLT']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/consultant-java-j2ee-senior-casablanca-8731637
Comptable (H/F)  - Meknès,PELLENC MAROC,Meknès,"['Comptabilité ', ' Comptabilité Financière ', ' États Financiers ', ' Facturation ', ' Finance ', ' Gestion ', ' Gestion de la Trésorerie ', ' Rapports Financiers ', ' Trésorerie']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/comptable-hf-meknes-8731713
Responsable HSE Expérimenté - Casablanca,SOFT GROUP HOLDING,Casablanca-Mohammedia,"['Amélioration Continue ', ' Maintenance ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-hse-experimente-casablanca-8734494
Commercial(e) Terrain B2B – Systèmes D´Information - Casablanca,ERUDIA SYSTÈME,Casablanca-Mohammedia - Rabat-Salé-Kénitra & Settat,"['Communication ', ' Développement Commercial ', ' Négociation ', ' Prospection ', ' Vente']","Bac+2, Bac+3 & Bac+4",Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commerciale-terrain-b2b-systemes-information-casablanca-8734681
Directeur Technique : Ingénieur Structure Confirmé  - Témara,BETA ETUDES,Rabat-Salé-Kénitra,"['Communication ', ' Développement Commercial ', ' Négociation ', ' Prospection ', ' Vente']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/directeur-technique-ingenieur-structure-confirme-temara-8735877
Technico-Commercial en Produits Chimiques - Casablanca,N/A,Casablanca-Mohammedia,"['Commercialisation ', ' Suivi des Ventes']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-compte-client-casablanca-8739873
Commercial Export - Marrakech,STE BE ARTISAN,Marrakech-Safi,"['Commercialisation ', ' Négociation ', ' Prospection ', ' Techniques de Vente ', ' Vente']",Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-export-marrakech-8745681
Marketing Manager - Casablanca Finance City,XXL PERFORMANCE,Casablanca-Mohammedia,"['Assistanat ', ' Communication ', ' CRM ', "" Gestion d'Équipe "", ' Marketing ', ' Marketing Digital ', ' Médias ', ' Publicité ', ' Référencement SEO ', ' Relations Publiques ', ' Reporting ', ' SEA ', ' Secrétariat ', ' SEO']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,"CDI, CDD & Intérim",29.01.2025,https://www.emploi.ma/offre-emploi-maroc/marketing-manager-casablanca-finance-city-8747940
Ingénieur en Électrotechnique - Casablanca,3F INDUSTRIE,Casablanca-Mohammedia,"['AUTOCAD ', ' Dimensionnement ', ' Électrotechnique ', ' EPLAN ', ' Maintenance ', ' Production ', ' Qualité']",Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/ingenieur-electrotechnique-casablanca-8749175
Technicien de Bâtiment 2D/3D  - Beni Mellal - Fkih Ben Salah,OH ARCHITECTURE,Béni Mellal-Khénifra,['3D 2D'],"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-batiment-2d3d-beni-mellal-fkih-ben-salah-8717901
Chargé HSE - Berrechid,TECTRA,Casablanca-Mohammedia,"['Fluide ', ' Maintenance ', ' Production ', ' Qualité']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-hse-berrechid-8751325
Technicien de Maintenance - Casablanca,AFRICAWORK,Fès,"['Amélioration Continue ', ' Automatisation Industrielle ', ' Électromécanique ', ' Énergie ', ' Hygiène ', ' Machines ', ' Maintenance ', ' Production ', ' Qualité ', ' Sécurité Alimentaire']",Bac+2 & Bac+3,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-casablanca-8751277
Chargée de Comptabilité  - Bouznika,TECTRA,Casablanca-Mohammedia,"['Comptabilité ', ' Écritures Comptables ', ' Finance ', ' Gestion']",Bac+5 et plus,Expérience entre 2 ans et 5 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-comptabilite-bouznika-8751159
Commercial Terrain en Produits Métallurgiques  - Casablanca,NOVOMET,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Commerciale ', ' SAGE ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-terrain-produits-metallurgiques-casablanca-8728523
Commercial Sédentaire en Produits Métallurgiques  - Casablanca,NOVOMET,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Gestion Commerciale ', ' SAGE ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/commercial-sedentaire-produits-metallurgiques-casablanca-8728534
Chargé de Développement RH  - Marrakech,TECTRA MARRAKECH – HÔTELLERIE,Marrakech-Safi,"['Accompagnement ', ' Accueil ', ' Développement RH ', ' Formation ', ' Mobilité ', ' Recrutement ', ' Tourisme']",Bac+4 & Bac+5 et plus,Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/charge-developpement-rh-marrakech-8751075
Chef de Projet Réglementaire (Banque) - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['AGILE ', ' CFT']",Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-projet-reglementaire-banque-casablanca-8751047
Agents Back Office  - Benslimane,TECTRA BERRECHID,Casablanca-Mohammedia,"['Maintenance ', ' Processus ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/agents-back-office-benslimane-8750778
Conducteur de Travaux - Casablanca,TECTRA,Casablanca-Mohammedia,['BTP'],Bac+2,Expérience entre 5 ans et 10 ans,CDI,29.01.2025,https://www.emploi.ma/offre-emploi-maroc/conducteur-travaux-casablanca-8750617
