titre,entreprise,localisation,competences_cles,niveau_etudes_requis,niveau_experience,contrat_propose,date_publication,lien
Consultant en Éditique AMOA - Secteur Bancaire Islamique - Casablanca,VISION BUSINESS CONSULTING,Casablanca-Mohammedia,"['Électromécanique ', ' Extrusion ', ' Machines ', ' Maintenance ', ' Maintenance Préventive ', ' Outillage ', ' Qualité']",Bac+4 & Bac+5 et plus,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Freelance,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/consultant-editique-amoa-secteur-bancaire-islamique-casablanca-8752180
Contrôleur KYC  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Banque ', ' Comptabilité ', ' Finance ', ' Gestion']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/controleur-kyc-casablanca-8752113
"Ambassadeur/Vendeur - Rabat,Salé",TECTRA,Rabat-Salé-Kénitra,"['Banque ', ' Comptabilité ', ' Finance ', ' Gestion']",Qualification avant bac,Débutant < 2 ans,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/ambassadeurvendeur-rabatsale-8752077
Chargée d´Accueil  - Mohammedia,TECTRA,Casablanca-Mohammedia,"['Banque ', ' Comptabilité ', ' Finance ', ' Gestion']",Bac+3,Débutant < 2 ans,Intérim,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-accueil-mohammedia-8752069
Technicien Froid  - Nouaceur,TECTRA BERRECHID,Casablanca-Mohammedia,"['Froid Industriel ', ' Génie Climatique ', ' Gestion de Maintenance Assistée par Ordinateur ', ' Maintenance ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/technicien-froid-nouaceur-8752014
Chef d´Atelier Production - Casablanca,TECTRA,Casablanca-Mohammedia,"['Électromécanique ', ' Électronique ', ' Fabrication ', ' Gestion de la Production ', ' GPAO ', ' Informatique Industrielle ', ' Maintenance ', ' Production ', ' Production Industrielle ', ' Productivité ', ' Qualité']",Bac+3,Expérience > 10 ans,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/chef-atelier-production-casablanca-8752012
Agent Moyens Généraux - Casablanca,TECTRA,Casablanca-Mohammedia,"['Maintenance ', ' Production ', ' Qualité']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/agent-moyens-generaux-casablanca-8751998
Gestionnaire Back Office International  - Casablanca,TECTRA CASA BOURGOGNE – RECRUTEMENT,Casablanca-Mohammedia,"['Banque ', ' Comptabilité ', ' Gestion ', ' Recouvrement']","Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,Intérim,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-back-office-international-casablanca-8751992
Chargés Maintenance  - Nouaceur,TECTRA BERRECHID,Casablanca-Mohammedia,"['Électromécanique ', ' Gestion de Maintenance Assistée par Ordinateur ', ' Maintenance ', ' Maintenance Industrielle ', ' Maintenance Préventive ', ' Procédés ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Expérience entre 2 ans et 5 ans et plus,CDI & Intérim,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/charges-maintenance-nouaceur-8751991
Stagiaire Service Financier  - Mohammedia,COMPAGNIE INDUSTRIELLE DES FIBRES,Casablanca-Mohammedia,"['Cash Management ', ' Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement ', ' Vente']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,Stage,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/stagiaire-service-financier-mohammedia-8751977
Acheteur Junior - Casablanca,TECTRA,Casablanca-Mohammedia,"['Achats ', ' BTP ', ' Gestion des Achats ', ' Stocks ', ' Transport']",Bac+2,Expérience entre 2 ans et 5 ans,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/acheteur-junior-casablanca-8751946
Magasinier - Casablanca,BOTTU,Casablanca-Mohammedia,"['Gestion des Stocks ', ' Stocks ', ' Transport']",Bac+2,Expérience entre 2 ans et 5 ans et plus,CDI & Intérim,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/magasinier-casablanca-8751944
Magasinier - Benslimane,TECTRA BERRECHID,Casablanca-Mohammedia,"['Maintenance ', ' Processus ', ' Qualité']","Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Débutant < 2 ans et plus,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/magasinier-benslimane-8751368
Chargé(e) de Recouvrement (H/F) - Casablanca,N/A,Casablanca-Mohammedia,"['Comptabilité ', ' Finance ', ' Gestion ', ' Recouvrement']",Bac+3,Expérience entre 5 ans et 10 ans,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/chargee-recouvrement-hf-casablanca-4660081
Responsable Appels D´Offres H/F  - Casablanca,N/A,Casablanca-Mohammedia,"['Comptabilité ', ' Dépôt ', ' Finance ', ' Gestion ', ' Techniques de Gestion ', ' Vente']",Bac+5 et plus,Expérience entre 5 ans et 10 ans,CDI,30.01.2025,https://www.emploi.ma/offre-emploi-maroc/responsable-appels-offres-hf-casablanca-8601419
